,dates,VTSMX,VFINX,VIVAX,VIMSX,VMVIX,NAESX,VISVX,VDAIX,VGSIX,VCSAX,VHT,VDE,VGTSX,VTMGX,VTRIX,VFSVX,VEIEX,EWX,FM,VNQI,EWD,EWA,EZA,GLD,PCRIX,EMB,PIGLX,VICSX,VBMFX,VIPSX,VWITX,VFSTX,VFISX
211,2018-10-18,70.41,258.83,41.53,44.20,44.30,76.64,33.21,41.85,27.34,67.64,166.89,105.38,17.51,13.90,38.69,44.01,27.17,47.62,29.14,58.31,30.80,22.83,58.88,117.61,6.39,109.07,9.31,22.60,10.46,12.95,13.92,10.46,10.43
212,2018-10-17,70.36,258.55,41.51,44.21,44.30,76.67,33.21,41.67,27.40,67.29,166.66,104.85,17.47,13.86,38.60,43.92,27.13,47.65,29.02,58.18,30.78,22.91,59.22,118.13,6.40,108.51,9.30,22.56,10.45,12.93,13.92,10.46,10.43
213,2018-10-16,69.79,256.28,41.25,43.89,44.18,76.32,33.19,41.36,27.33,67.33,164.77,104.76,17.32,13.77,38.39,43.55,26.78,46.97,29.08,57.80,30.59,22.48,58.43,117.64,6.37,108.30,9.30,22.56,10.45,12.94,13.91,10.46,10.43
214,2018-10-15,70.28,258.12,41.61,44.18,44.59,76.85,33.46,41.71,27.42,67.59,165.89,107.10,17.61,13.99,38.96,44.29,27.22,47.56,29.15,58.65,31.33,23.04,60.45,118.93,6.54,108.75,9.35,22.53,10.44,12.93,13.91,10.45,10.43
215,2018-10-14,70.11,257.22,41.43,44.12,44.50,77.01,33.50,41.46,27.35,66.87,165.36,106.43,17.59,13.98,38.94,44.16,27.16,47.45,29.12,58.78,31.22,23.17,60.50,119.15,6.57,108.56,9.34,22.52,10.44,12.94,13.91,10.46,10.43
216,2018-10-13,69.49,254.90,41.05,43.77,44.11,76.43,33.24,41.12,27.57,67.19,164.28,104.75,17.43,13.87,38.55,43.79,26.78,46.95,28.90,58.40,30.94,22.98,58.70,118.86,6.58,108.26,9.34,22.52,10.45,12.97,13.91,10.46,10.44
217,2018-10-12,68.90,252.74,40.79,43.40,43.80,75.73,33.01,40.91,27.45,66.99,162.02,103.98,17.31,13.78,38.38,43.44,26.58,46.53,28.84,58.06,30.85,22.67,58.24,119.05,6.52,107.34,9.31,22.50,10.44,12.95,13.89,10.46,10.43
218,2018-10-11,68.28,250.52,40.48,43.04,43.48,75.04,32.70,40.60,27.10,66.00,160.35,104.16,17.21,13.68,38.11,43.47,26.55,46.92,28.32,57.76,30.66,22.43,57.41,118.65,6.55,106.66,9.29,22.47,10.44,12.94,13.89,10.45,10.44
219,2018-10-10,68.55,251.76,40.59,43.08,43.50,74.86,32.63,40.71,26.91,65.88,159.83,103.31,17.19,13.66,38.08,43.58,26.64,47.03,28.25,57.57,30.32,22.31,56.89,117.46,6.53,106.32,9.26,22.43,10.42,12.91,13.89,10.45,10.43
220,2018-10-09,68.32,250.99,40.49,43.03,43.47,74.59,32.54,40.64,27.04,66.18,159.14,105.08,17.35,13.80,38.36,43.99,26.76,47.45,28.81,58.08,30.51,22.61,57.56,118.65,6.66,106.77,9.28,22.44,10.43,12.90,13.89,10.45,10.44
221,2018-10-08,68.27,250.78,40.48,42.97,43.44,74.57,32.55,40.55,26.99,66.28,158.93,104.38,17.18,13.69,38.06,43.50,26.31,46.69,28.86,57.47,30.05,22.49,55.48,118.22,6.61,106.76,9.26,22.51,10.43,12.90,13.89,10.45,10.44
222,2018-10-07,67.85,249.21,40.31,42.73,43.28,74.20,32.48,40.49,26.75,66.19,159.10,105.26,17.15,13.68,37.96,43.58,26.20,46.64,28.86,58.13,30.08,22.19,53.65,118.58,6.64,106.55,9.25,22.53,10.44,12.92,13.88,10.45,10.44
223,2018-10-06,68.52,252.48,40.57,43.20,43.64,75.24,32.85,41.08,26.86,67.05,160.97,103.76,17.32,13.78,38.28,44.02,26.75,47.44,29.62,59.08,30.36,22.39,56.06,119.26,6.59,106.76,9.29,22.47,10.41,12.88,13.88,10.45,10.44
224,2018-10-05,68.34,251.93,40.58,43.13,43.60,74.89,32.77,41.07,26.77,67.25,161.33,102.20,17.31,13.76,38.23,44.03,26.77,47.64,29.58,59.21,30.54,22.23,56.65,119.89,6.55,106.91,9.31,22.46,10.41,12.86,13.88,10.45,10.44
225,2018-10-04,69.33,255.44,40.95,43.75,44.01,76.12,33.18,41.41,26.83,66.98,163.09,104.54,17.57,13.96,38.77,44.60,27.21,48.14,29.91,59.81,30.94,22.69,57.99,120.34,6.63,107.40,9.30,22.45,10.40,12.85,13.88,10.45,10.43
226,2018-10-03,69.22,254.95,40.80,43.75,43.87,76.14,33.11,41.27,26.64,66.44,162.64,102.13,17.38,13.80,38.34,44.23,27.00,48.01,29.77,59.36,30.61,22.37,56.45,120.05,6.55,106.80,9.28,22.45,10.40,12.84,13.88,10.45,10.43
227,2018-10-02,69.99,256.56,41.26,44.22,44.30,77.04,33.49,41.48,26.51,66.36,163.07,104.27,17.71,14.07,38.68,44.83,27.52,48.60,29.67,59.67,31.07,22.29,56.44,120.26,6.58,106.41,9.26,22.44,10.39,12.81,13.88,10.44,10.43
228,2018-10-01,69.80,256.12,41.28,44.03,44.18,76.53,33.30,41.48,26.22,66.27,163.07,103.62,17.68,14.04,38.61,44.76,27.44,48.60,29.67,59.47,30.99,22.07,55.61,120.80,6.57,106.18,9.25,22.50,10.42,12.85,13.89,10.45,10.43
229,2018-09-30,70.06,257.15,41.38,44.24,44.32,76.63,33.33,41.71,26.24,65.91,162.53,103.79,17.88,14.19,38.90,45.37,27.92,48.98,30.59,60.21,32.61,22.68,57.86,121.11,6.65,106.21,9.27,22.48,10.40,12.83,13.88,10.45,10.43
230,2018-09-29,70.13,257.69,41.52,44.18,44.29,76.35,33.22,41.92,26.22,66.77,163.96,102.58,18.00,14.28,39.14,45.59,28.14,49.48,30.74,60.64,33.00,22.49,59.75,121.34,6.64,106.78,9.27,22.48,10.41,12.82,13.88,10.46,10.43
231,2018-09-28,70.18,257.93,41.55,44.17,44.30,76.46,33.27,41.80,26.49,65.97,163.48,104.85,18.12,14.38,39.40,46.02,28.30,50.25,31.02,60.54,33.48,22.47,60.24,123.38,6.76,106.56,9.27,22.48,10.40,12.89,13.87,10.46,10.42
232,2018-09-27,69.97,257.21,41.59,44.01,44.20,76.17,33.20,41.76,26.24,65.81,162.60,105.18,18.19,14.43,39.50,46.23,28.43,50.32,31.51,60.75,33.53,22.68,60.38,123.19,6.94,106.69,9.32,22.43,10.38,12.86,13.87,10.45,10.42
233,2018-09-26,70.25,258.24,41.77,44.20,44.44,76.59,33.43,41.89,26.75,66.02,162.60,105.55,18.21,14.43,39.57,46.34,28.64,50.72,31.66,61.01,33.48,22.71,60.24,122.82,6.94,107.03,9.32,22.45,10.39,12.87,13.88,10.47,10.43
234,2018-09-25,70.10,257.79,41.80,43.98,44.37,76.27,33.43,41.88,26.59,65.87,162.35,106.28,18.26,14.48,39.68,46.43,28.60,50.91,31.80,61.27,33.41,23.01,61.19,123.23,6.93,107.48,9.34,22.46,10.39,12.88,13.88,10.46,10.43
235,2018-09-24,70.02,257.51,41.77,43.93,44.29,76.17,33.41,41.94,26.63,65.38,162.16,105.86,18.19,14.41,39.52,46.29,28.67,50.90,31.78,61.44,33.02,22.89,62.10,123.01,6.95,107.69,9.35,22.46,10.40,12.87,13.88,10.47,10.44
236,2018-09-23,69.78,256.70,41.63,43.72,44.09,75.87,33.31,41.76,26.53,64.57,161.03,106.19,18.22,14.42,39.60,46.33,28.74,50.66,31.60,61.27,32.83,22.90,62.11,122.86,6.96,107.59,9.35,22.49,10.41,12.90,13.88,10.48,10.44
237,2018-09-22,69.86,256.84,41.53,43.81,44.07,76.05,33.30,41.70,26.54,64.25,161.35,104.44,18.27,14.45,39.66,46.39,28.95,51.35,31.54,61.73,33.10,23.08,64.35,122.92,6.93,107.89,9.36,22.44,10.39,12.86,13.88,10.48,10.43
238,2018-09-21,69.27,254.65,41.14,43.48,43.77,75.47,33.05,41.39,26.46,64.19,159.65,104.07,18.13,14.34,39.35,46.02,28.71,50.65,31.24,61.28,32.80,22.76,63.04,122.85,6.93,108.13,9.35,22.51,10.42,12.89,13.89,10.50,10.44
239,2018-09-20,69.17,254.46,41.16,43.35,43.68,75.11,32.92,41.38,26.56,64.46,159.69,104.31,18.18,14.37,39.44,46.04,28.82,50.99,30.98,61.22,32.88,22.86,65.32,122.37,6.91,107.96,9.35,22.47,10.41,12.86,13.89,10.47,10.43
240,2018-09-19,68.85,253.32,41.06,43.19,43.58,74.78,32.76,41.17,26.31,63.92,159.00,105.39,18.06,14.29,39.22,45.78,28.49,50.78,30.47,60.58,32.79,22.72,63.97,122.49,7.00,108.00,9.34,22.52,10.43,12.88,13.89,10.46,10.44
241,2018-09-18,68.13,250.58,40.66,42.77,43.27,74.21,32.54,40.75,26.20,63.90,157.31,104.96,17.91,14.19,38.91,45.48,28.19,50.55,30.23,60.39,32.41,22.57,62.23,123.10,7.02,108.84,9.34,22.56,10.45,12.90,13.91,10.45,10.45
242,2018-09-17,68.60,252.26,41.01,43.18,43.72,74.86,32.86,41.20,26.29,64.88,158.78,105.84,17.96,14.24,39.03,45.55,28.17,50.70,30.26,60.63,32.77,22.78,62.84,123.37,7.02,109.29,9.35,22.66,10.46,12.90,13.90,10.44,10.46
243,2018-09-16,67.72,249.06,40.43,42.66,43.21,73.81,32.40,40.64,25.93,64.03,156.55,102.53,17.81,14.09,38.72,45.03,28.17,49.95,30.24,60.09,32.20,22.29,61.45,123.19,6.99,109.32,9.32,22.73,10.49,12.92,13.90,10.44,10.47
244,2018-09-15,68.41,251.96,41.03,43.06,43.72,74.03,32.53,41.08,25.83,64.12,158.02,102.77,18.12,14.35,39.41,45.64,28.53,50.73,30.55,60.69,33.36,22.60,64.45,123.21,7.03,109.62,9.36,22.58,10.42,12.85,13.86,10.44,10.44
245,2018-09-14,68.55,252.53,41.16,43.17,43.85,74.11,32.58,41.14,25.72,64.05,158.02,105.53,18.19,14.43,39.59,45.82,28.53,50.63,30.59,60.73,33.57,22.74,64.59,123.59,7.08,109.35,9.38,22.51,10.40,12.83,13.84,10.43,10.43
246,2018-09-13,68.66,253.03,41.29,43.20,43.92,74.04,32.54,41.05,25.78,64.09,158.48,107.26,18.27,14.49,39.79,45.90,28.65,50.77,30.92,60.79,33.71,22.71,64.89,122.54,7.09,109.02,9.38,22.46,10.38,12.82,13.84,10.43,10.43
247,2018-09-12,68.45,252.21,41.28,43.09,43.87,73.96,32.56,40.84,25.52,63.80,157.89,107.39,18.40,14.60,40.09,46.09,28.79,50.60,31.04,61.00,34.26,22.83,64.57,122.41,7.07,108.35,9.38,22.40,10.35,12.78,13.82,10.44,10.42
248,2018-09-11,68.71,253.00,41.34,43.29,43.95,74.48,32.74,41.12,25.48,63.97,158.34,108.92,18.40,14.61,40.13,46.11,28.68,50.47,31.48,61.04,34.38,22.99,62.90,122.48,7.03,107.93,9.37,22.40,10.35,12.79,13.81,10.45,10.42
249,2018-09-10,68.21,251.14,41.01,43.02,43.70,73.94,32.43,40.77,25.19,63.69,158.28,108.59,18.31,14.54,39.98,45.85,28.59,50.10,31.57,60.81,34.04,22.70,63.07,122.41,6.99,108.03,9.34,22.38,10.35,12.78,13.81,10.46,10.42
250,2018-09-09,68.35,251.78,41.17,43.05,43.87,73.95,32.46,40.76,25.16,64.11,157.87,108.59,18.38,14.58,40.20,45.98,28.79,50.44,31.49,60.76,33.98,22.86,64.87,122.36,6.97,108.03,9.36,22.32,10.32,12.75,13.81,10.45,10.41
251,2018-09-08,68.34,251.93,41.19,43.00,43.74,73.68,32.33,40.74,25.28,63.91,157.78,106.88,18.40,14.56,40.21,45.97,29.11,50.74,31.77,61.13,33.91,22.83,66.28,122.29,6.96,108.46,9.38,22.33,10.33,12.77,13.83,10.45,10.41
252,2018-09-07,68.01,250.84,41.03,42.81,43.49,73.11,32.07,40.53,25.35,63.41,156.77,106.36,18.35,14.54,40.21,45.89,28.90,50.25,31.86,61.07,34.02,22.62,64.55,122.48,6.96,108.23,9.36,22.39,10.35,12.79,13.84,10.46,10.41
253,2018-09-06,68.42,252.56,41.21,42.98,43.62,73.23,32.09,40.74,25.78,63.62,158.62,106.35,18.52,14.65,40.56,46.21,29.29,50.81,31.91,61.89,34.03,22.90,67.48,124.49,6.98,108.98,9.41,22.47,10.39,12.83,13.86,10.46,10.42
254,2018-09-05,68.40,252.33,41.13,43.04,43.60,73.41,32.14,40.75,25.99,63.66,157.64,105.58,18.49,14.63,40.53,46.18,29.22,50.93,31.99,61.64,34.21,22.85,67.88,125.00,6.95,109.17,9.43,22.48,10.40,12.86,13.87,10.46,10.42
255,2018-09-04,68.27,251.81,41.02,43.09,43.73,73.29,32.12,40.60,26.09,63.68,155.28,105.58,18.44,14.59,40.37,46.07,29.18,51.08,32.25,61.39,34.45,22.88,67.55,125.18,6.99,108.71,9.43,22.47,10.40,12.86,13.87,10.46,10.42
256,2018-09-03,67.67,249.41,40.63,42.76,43.39,72.88,31.93,40.28,25.88,63.26,153.37,104.81,18.30,14.49,40.02,45.80,28.84,50.38,32.10,60.98,34.16,22.61,65.57,124.33,6.95,107.35,9.38,22.43,10.37,12.84,13.86,10.46,10.42
257,2018-09-02,67.05,247.00,40.27,42.41,43.10,72.37,31.73,40.02,25.70,63.15,152.30,102.82,18.23,14.44,39.83,45.59,28.75,50.45,32.18,60.91,33.40,22.51,65.16,124.59,6.90,107.54,9.37,22.46,10.39,12.85,13.86,10.46,10.43
258,2018-09-01,67.02,247.06,40.29,42.35,43.17,72.10,31.63,39.99,25.85,63.41,153.44,101.82,18.23,14.45,39.81,45.67,28.65,50.56,32.50,60.78,33.10,22.61,65.32,124.57,6.93,108.18,9.40,22.48,10.40,12.86,13.86,10.46,10.43
259,2018-08-31,66.73,246.21,40.22,42.20,43.15,71.54,31.44,39.93,25.68,63.74,153.28,101.59,18.23,14.44,39.77,45.64,28.71,50.83,32.75,60.95,32.89,22.73,65.64,124.54,6.94,108.63,9.41,22.49,10.41,12.86,13.85,10.46,10.43
260,2018-08-30,65.89,243.05,39.80,41.74,42.66,70.61,31.06,39.42,25.41,62.81,152.02,100.92,18.18,14.39,39.61,45.57,28.62,50.55,32.52,60.99,32.73,22.70,64.69,124.28,6.91,108.54,9.42,22.48,10.40,12.86,13.84,10.46,10.43
261,2018-08-29,66.04,243.57,39.95,41.81,42.87,70.80,31.17,39.51,25.40,62.93,153.28,101.27,18.17,14.36,39.63,45.47,28.79,50.89,32.87,60.93,32.55,22.49,64.77,123.65,6.90,108.66,9.39,22.46,10.39,12.84,13.81,10.46,10.43
262,2018-08-28,66.45,245.34,40.36,42.07,43.16,70.84,31.18,39.92,25.50,64.12,155.09,100.72,18.20,14.37,39.69,45.39,28.94,50.75,33.44,61.24,32.62,22.30,65.01,123.71,6.89,109.53,9.42,22.48,10.40,12.83,13.80,10.46,10.43
263,2018-08-27,66.28,244.72,40.41,42.03,43.25,70.63,31.14,40.05,25.29,64.64,154.93,101.32,18.26,14.42,39.87,45.51,29.02,51.12,33.33,61.24,32.85,22.19,65.84,124.59,6.92,110.14,9.48,22.51,10.41,12.87,13.80,10.46,10.43
264,2018-08-26,66.82,246.73,40.87,42.35,43.65,71.25,31.46,40.38,25.38,65.06,157.23,101.34,18.30,14.46,39.94,45.60,29.00,51.28,33.40,61.28,33.46,22.38,67.17,125.50,6.90,110.49,9.50,22.56,10.41,12.84,13.79,10.47,10.43
265,2018-08-25,66.77,246.45,40.80,42.28,43.62,71.31,31.48,40.31,24.94,64.74,156.61,102.59,18.25,14.43,39.95,45.52,28.86,51.11,33.31,60.98,33.37,22.25,66.59,124.97,6.90,110.40,9.49,22.52,10.39,12.82,13.78,10.47,10.43
266,2018-08-24,66.13,243.90,40.61,41.99,43.40,70.99,31.44,40.09,24.63,64.42,154.68,101.12,18.16,14.35,39.72,45.39,28.79,51.03,33.39,60.45,33.40,22.14,65.33,125.41,6.88,110.31,9.50,22.48,10.37,12.78,13.78,10.48,10.43
267,2018-08-23,66.05,243.45,40.57,41.96,43.28,71.04,31.41,40.03,24.67,64.30,154.16,100.20,18.20,14.38,39.84,45.56,28.90,51.18,33.67,60.66,33.71,22.18,66.15,126.23,6.87,110.71,9.54,22.53,10.39,12.80,13.82,10.49,10.43
268,2018-08-22,66.88,246.75,40.91,42.44,43.62,71.56,31.54,40.64,24.59,64.62,155.52,101.31,18.27,14.43,39.96,45.87,29.03,51.55,33.89,60.47,34.03,22.18,66.71,125.62,6.89,110.88,9.53,22.57,10.41,12.84,13.83,10.49,10.43
269,2018-08-21,66.90,246.74,40.86,42.42,43.53,71.56,31.51,40.59,24.60,64.73,155.13,100.70,18.34,14.46,40.05,46.07,29.26,51.88,34.13,60.93,33.99,22.17,68.41,126.63,6.93,111.15,9.59,22.58,10.42,12.84,13.84,10.49,10.43
270,2018-08-20,67.43,248.85,41.10,42.70,43.80,72.00,31.68,40.96,24.83,65.76,155.87,101.17,18.46,14.54,40.32,46.38,29.59,52.44,34.27,61.16,33.89,22.40,69.32,127.60,6.95,111.64,9.63,22.65,10.44,12.88,13.85,10.50,10.44
271,2018-08-19,67.80,250.26,41.16,43.01,44.00,72.42,31.82,41.22,25.20,67.58,157.23,101.08,18.49,14.58,40.36,46.42,29.58,52.67,34.73,61.60,33.77,22.64,69.89,127.85,6.98,112.03,9.66,22.71,10.47,12.90,13.86,10.51,10.44
272,2018-08-18,67.72,250.05,41.17,42.87,43.86,72.19,31.72,41.16,25.25,68.09,157.05,98.91,18.39,14.51,40.16,46.23,29.40,52.41,34.78,61.45,33.13,22.51,68.55,127.75,6.87,112.03,9.68,22.79,10.50,12.93,13.86,10.51,10.45
273,2018-08-17,67.00,247.41,40.91,42.47,43.65,71.51,31.54,40.86,24.95,67.89,155.55,98.91,18.34,14.45,40.03,46.18,29.43,52.62,34.69,61.33,33.13,22.48,68.05,127.63,6.87,112.27,9.68,22.77,10.49,12.91,13.86,10.51,10.45
274,2018-08-16,66.45,245.42,40.55,42.07,43.24,70.85,31.23,40.36,24.80,67.14,154.52,98.00,18.30,14.40,39.96,45.99,29.48,52.60,34.85,61.56,32.92,22.38,67.22,127.45,6.90,112.41,9.66,22.78,10.49,12.92,13.87,10.51,10.46
275,2018-08-15,66.66,246.12,40.70,42.23,43.36,71.13,31.33,40.45,24.67,66.88,154.69,96.83,18.33,14.40,40.04,45.96,29.77,52.63,35.07,61.60,32.93,22.38,67.58,126.62,6.88,112.32,9.66,22.77,10.49,12.90,13.87,10.50,10.46
276,2018-08-14,66.14,244.08,40.32,42.00,43.19,70.74,31.18,40.15,24.95,66.99,153.56,96.82,18.28,14.36,39.90,45.82,29.70,52.60,35.12,61.64,32.95,22.31,67.98,128.11,6.90,112.32,9.66,22.81,10.51,12.93,13.87,10.50,10.47
277,2018-08-13,66.44,245.42,40.59,42.16,43.33,70.68,31.18,40.36,24.91,67.10,154.63,95.73,18.34,14.42,40.02,45.87,29.70,52.50,35.33,61.64,33.39,22.46,68.30,127.12,6.85,112.28,9.65,22.80,10.51,12.89,13.86,10.50,10.47
278,2018-08-12,65.33,241.38,39.96,41.52,42.70,69.47,30.68,39.89,24.92,66.86,151.80,92.49,18.12,14.25,39.57,45.33,29.24,51.94,35.14,61.02,32.85,22.06,66.94,126.82,6.78,112.46,9.65,22.82,10.52,12.90,13.86,10.51,10.47
279,2018-08-11,65.14,240.51,39.82,41.44,42.67,69.47,30.74,39.86,25.00,66.95,150.21,92.13,18.00,14.14,39.32,45.13,29.24,51.87,34.94,60.56,32.63,21.81,66.69,126.39,6.70,112.57,9.65,22.80,10.51,12.89,13.86,10.51,10.47
280,2018-08-10,66.56,245.90,40.66,42.36,43.53,70.84,31.33,40.74,25.18,67.57,153.97,94.05,18.16,14.24,39.67,45.41,29.66,52.55,35.22,60.93,32.79,22.06,68.11,125.80,6.72,112.40,9.63,22.71,10.48,12.84,13.85,10.50,10.47
281,2018-08-09,66.09,244.19,40.38,42.05,43.17,70.33,31.06,40.52,25.22,67.39,154.12,92.25,18.03,14.13,39.35,45.18,29.49,52.32,35.28,61.02,32.61,22.04,68.02,126.45,6.68,112.44,9.66,22.72,10.49,12.88,13.87,10.50,10.47
282,2018-08-08,65.34,241.38,39.93,41.57,42.66,69.60,30.79,40.05,24.95,66.37,151.78,92.31,18.04,14.13,39.34,45.23,29.57,52.32,35.27,60.55,32.73,21.89,67.72,126.30,6.71,112.31,9.64,22.74,10.50,12.88,13.87,10.49,10.47
283,2018-08-07,64.54,238.36,39.39,41.15,42.17,68.73,30.34,39.51,24.73,65.49,149.72,90.39,17.87,14.01,39.04,44.79,29.22,51.68,34.90,60.22,32.99,21.64,67.05,127.26,6.69,112.23,9.64,22.80,10.53,12.89,13.88,10.50,10.48
284,2018-08-06,66.03,243.81,40.23,42.10,43.08,70.40,31.03,40.43,25.08,67.09,153.53,92.37,18.11,14.20,39.63,45.28,29.62,52.49,35.11,60.92,33.48,22.02,68.70,125.79,6.75,112.82,9.65,22.77,10.52,12.88,13.88,10.49,10.48
285,2018-08-05,65.15,240.49,39.77,41.53,42.52,69.55,30.69,39.92,25.10,66.58,152.30,90.38,17.94,14.06,39.29,44.77,29.29,51.69,34.74,60.18,32.80,21.84,67.74,125.73,6.69,112.22,9.63,22.79,10.50,12.86,13.87,10.49,10.47
286,2018-08-04,65.30,241.15,39.78,41.70,42.60,69.47,30.57,39.90,24.49,65.75,151.73,92.05,17.91,14.01,39.24,44.88,29.50,51.82,34.56,59.87,32.99,21.83,69.33,127.49,6.73,111.93,9.68,22.80,10.50,12.86,13.87,10.49,10.48
287,2018-08-03,66.46,245.39,40.27,42.29,43.01,70.67,30.99,40.46,24.41,65.77,153.87,93.07,18.08,14.11,39.54,45.19,29.96,52.32,34.87,60.31,33.41,22.26,71.38,128.28,6.72,111.76,9.70,22.70,10.47,12.81,13.86,10.50,10.47
288,2018-08-02,64.77,238.91,39.22,41.33,42.09,69.17,30.36,39.42,24.12,64.88,150.75,91.50,17.73,13.87,38.83,44.45,29.19,51.00,34.06,59.43,32.78,21.87,68.41,127.61,6.74,111.09,9.67,22.74,10.48,12.83,13.86,10.50,10.48
289,2018-08-01,66.14,245.07,40.06,42.13,42.91,70.52,30.97,40.21,24.79,65.66,153.80,92.10,18.00,14.10,39.28,44.95,29.67,51.75,34.27,60.15,32.94,22.16,69.45,125.98,6.71,111.54,9.65,22.73,10.48,12.82,13.87,10.50,10.47
290,2018-07-31,67.82,251.39,41.07,43.15,43.91,72.16,31.71,41.25,24.94,66.23,158.28,94.08,18.35,14.34,40.13,45.72,30.37,52.96,34.99,61.05,33.95,22.74,72.16,126.48,6.73,111.87,9.68,22.71,10.46,12.79,13.85,10.51,10.47
291,2018-07-30,68.13,251.83,41.31,43.22,43.97,72.04,31.70,41.29,25.11,67.01,158.66,91.47,18.29,14.30,40.11,45.46,30.31,52.58,34.75,60.88,33.93,22.51,71.41,124.31,6.66,111.53,9.61,22.72,10.46,12.76,13.86,10.51,10.46
292,2018-07-29,68.03,251.45,41.35,43.13,43.95,71.96,31.74,41.13,25.20,67.22,158.52,90.71,18.25,14.29,40.02,45.43,30.10,52.38,34.64,60.78,34.11,22.59,69.92,124.87,6.64,111.76,9.64,22.76,10.47,12.78,13.87,10.51,10.47
293,2018-07-28,68.96,255.08,41.86,43.58,44.40,72.71,32.03,41.60,25.43,67.85,161.05,92.27,18.43,14.42,40.43,45.77,30.43,52.74,35.11,61.09,34.47,22.77,70.41,124.60,6.71,112.23,9.63,22.77,10.48,12.79,13.87,10.51,10.47
294,2018-07-27,68.80,254.64,41.71,43.37,44.14,72.30,31.78,41.48,25.25,67.78,161.40,91.98,18.44,14.43,40.38,45.94,30.49,53.00,35.03,61.12,34.72,22.85,71.19,124.90,6.70,112.24,9.64,22.80,10.49,12.82,13.86,10.51,10.47
295,2018-07-26,68.89,254.82,41.72,43.52,44.32,72.59,31.89,41.51,25.27,68.54,161.87,92.49,18.45,14.43,40.37,45.95,30.52,52.97,35.14,60.92,34.63,23.10,72.32,125.70,6.73,112.33,9.67,22.81,10.50,12.85,13.86,10.51,10.47
296,2018-07-25,69.25,256.22,42.04,43.72,44.61,72.93,32.10,41.89,25.23,69.25,162.66,93.02,18.45,14.42,40.38,45.91,30.56,52.85,35.08,60.56,34.15,23.00,72.68,125.78,6.74,112.08,9.67,22.80,10.48,12.83,13.86,10.52,10.47
297,2018-07-24,69.68,257.85,42.28,43.92,44.77,73.31,32.25,42.02,25.22,69.29,162.65,93.67,18.54,14.50,40.61,46.05,30.70,53.12,35.15,60.83,34.47,23.30,73.76,125.54,6.72,112.26,9.66,22.79,10.47,12.82,13.86,10.51,10.47
298,2018-07-23,69.73,258.17,42.43,43.94,44.85,73.19,32.22,42.16,25.10,69.41,163.00,93.62,18.51,14.48,40.55,45.95,30.60,53.29,35.52,60.75,34.46,23.31,74.39,125.54,6.74,112.28,9.64,22.78,10.46,12.80,13.87,10.52,10.47
299,2018-07-22,68.57,253.76,41.73,43.28,44.23,72.11,31.74,41.47,24.96,68.96,160.65,91.87,18.35,14.37,40.27,45.56,30.16,52.55,34.98,60.39,34.12,22.90,73.63,125.42,6.71,112.06,9.62,22.81,10.48,12.83,13.88,10.53,10.47
300,2018-07-21,68.31,252.56,41.59,43.16,44.13,72.11,31.81,41.25,24.92,68.40,159.54,92.01,18.31,14.34,40.16,45.46,30.14,52.49,34.90,60.08,33.92,22.87,73.85,125.72,6.75,112.05,9.65,22.79,10.47,12.81,13.88,10.52,10.47
301,2018-07-20,68.26,252.67,41.66,43.13,44.23,71.77,31.71,41.30,24.76,68.98,158.74,92.76,18.31,14.34,40.18,45.47,30.19,52.64,34.74,59.88,33.91,23.02,73.62,126.53,6.82,112.17,9.65,22.80,10.47,12.81,13.89,10.52,10.47
302,2018-07-19,68.01,251.99,41.61,42.82,43.94,71.12,31.41,41.17,24.65,68.88,158.62,92.82,18.20,14.23,40.01,45.13,30.12,52.63,34.65,59.74,33.48,22.84,72.33,125.18,6.80,112.00,9.62,22.78,10.47,12.82,13.89,10.53,10.47
303,2018-07-18,67.27,249.24,41.14,42.28,43.36,70.41,31.11,40.77,24.38,68.26,157.13,91.66,18.14,14.18,39.80,45.08,30.10,52.60,34.46,59.54,33.24,22.74,71.74,125.39,6.76,112.17,9.63,22.81,10.48,12.82,13.89,10.53,10.47
304,2018-07-17,66.83,247.97,40.96,41.91,43.08,69.50,30.80,40.62,24.40,67.62,155.27,91.15,18.12,14.16,39.72,45.02,30.02,52.43,34.38,59.16,33.49,22.67,71.22,124.72,6.76,111.79,9.62,22.88,10.51,12.84,13.90,10.52,10.48
305,2018-07-16,67.63,251.28,41.50,42.27,43.39,69.81,30.90,41.15,24.38,67.81,157.70,91.11,18.27,14.32,40.15,45.35,30.03,52.27,34.46,59.32,33.92,22.82,71.36,125.00,6.75,112.54,9.61,22.84,10.48,12.80,13.88,10.52,10.47
306,2018-07-15,68.38,254.07,42.03,42.66,43.88,70.64,31.32,41.59,24.37,68.49,160.12,93.45,18.50,14.49,40.64,45.75,30.41,52.56,34.61,59.76,34.35,23.10,72.43,125.13,6.80,112.78,9.62,22.89,10.47,12.78,13.87,10.52,10.47
307,2018-07-14,69.26,257.30,42.49,43.20,44.49,71.66,31.77,42.07,24.96,69.40,161.84,94.76,18.77,14.68,41.12,46.35,30.98,53.68,35.20,61.34,34.95,23.47,75.30,126.45,6.85,112.99,9.67,22.93,10.49,12.81,13.89,10.53,10.48
308,2018-07-13,68.52,254.29,41.97,42.97,44.30,71.28,31.60,41.57,24.90,68.95,159.89,94.19,18.65,14.58,40.85,46.15,30.81,53.32,35.22,60.76,34.68,23.22,75.29,126.14,6.81,112.68,9.65,22.91,10.48,12.79,13.89,10.53,10.47
