,dates,VTSMX,VFINX,VIVAX,VIMSX,VMVIX,NAESX,VISVX,VDAIX,VGSIX,VCSAX,VHT,VDE,VGTSX,VTMGX,VTRIX,VFSVX,VEIEX,EWX,FM,VNQI,EWD,EWA,EZA,GLD,PCRIX,EMB,PIGLX,VICSX,VBMFX,VIPSX,VWITX,VFSTX,VFISX
1606,2014-12-23,35.40,130.62,22.84,22.28,22.98,38.26,17.22,23.76,21.77,43.24,71.52,101.80,14.92,11.26,31.16,34.03,27.69,45.68,27.35,54.52,29.98,24.78,70.23,161.16,13.30,122.64,10.04,23.59,11.10,14.58,14.37,10.87,10.79
1607,2014-12-22,35.43,130.75,22.89,22.28,23.00,38.30,17.25,23.77,21.68,43.18,71.62,102.03,14.87,11.22,31.03,33.92,27.55,45.60,27.35,54.35,29.70,24.61,68.94,160.78,13.34,122.57,10.24,23.56,11.09,14.59,14.37,10.86,10.79
1608,2014-12-21,35.62,131.38,22.95,22.44,23.14,38.56,17.35,23.89,21.80,43.55,71.95,102.29,14.85,11.21,31.80,33.84,27.44,45.17,27.32,54.07,29.69,24.65,68.73,160.62,13.28,122.91,10.26,23.53,11.08,14.56,14.37,10.87,10.79
1609,2014-12-20,35.70,131.69,23.02,22.49,23.19,38.69,17.41,23.94,21.75,43.67,72.21,103.20,14.87,11.23,31.85,33.85,27.49,45.17,27.57,54.19,29.77,24.75,69.20,160.33,13.34,122.86,10.28,23.53,11.08,14.57,14.37,10.87,10.79
1610,2014-12-19,36.03,133.84,23.43,22.97,23.81,39.59,17.95,24.11,22.07,44.11,72.71,104.30,15.00,11.32,32.18,34.16,27.81,46.42,27.65,54.40,29.91,24.95,69.94,159.73,13.30,122.71,10.29,23.66,11.12,14.54,14.36,10.87,10.79
1611,2014-12-18,35.83,133.09,23.27,22.82,23.62,39.37,17.82,24.00,21.77,43.88,73.82,105.57,14.90,11.23,31.88,33.98,27.64,46.07,27.44,55.90,29.62,24.83,69.01,161.69,13.36,122.43,10.28,23.65,11.12,14.53,14.35,10.87,10.78
1612,2014-12-17,36.31,134.10,23.44,22.89,23.71,39.37,17.81,24.36,21.79,45.61,74.51,106.26,15.06,11.31,31.83,34.59,27.90,46.20,27.36,56.04,29.50,24.90,69.17,162.08,13.44,122.17,10.28,23.59,11.11,14.92,14.35,10.88,10.78
1613,2014-12-16,35.88,132.57,23.17,22.59,23.40,38.79,17.57,24.13,21.59,45.54,73.86,104.40,14.95,11.21,31.57,34.38,27.72,45.98,27.17,55.64,29.07,25.71,69.04,164.44,13.46,122.26,10.29,23.64,11.13,14.96,14.40,10.88,10.79
1614,2014-12-15,35.46,131.02,22.92,22.36,23.17,38.31,17.35,23.91,21.46,45.44,73.33,103.50,14.89,11.16,31.42,34.27,27.61,45.62,27.13,55.35,28.83,25.60,68.26,164.13,13.50,122.40,10.31,23.72,11.16,15.03,14.46,10.88,10.79
1615,2014-12-14,35.59,131.56,22.97,22.40,23.22,38.38,17.36,23.96,21.47,45.52,73.63,103.88,14.83,11.10,31.23,34.11,27.56,45.26,27.09,55.06,28.66,25.57,67.97,164.37,13.40,122.49,10.28,23.68,11.15,15.01,14.48,10.88,10.79
1616,2014-12-13,35.81,132.36,23.11,22.54,23.35,38.61,17.46,24.05,21.63,45.61,74.26,104.82,14.89,11.15,31.29,34.25,27.64,45.46,27.09,55.31,29.01,25.70,68.27,165.77,13.56,122.54,10.30,23.70,11.16,15.05,14.52,10.88,10.79
1617,2014-12-12,35.81,132.27,23.06,22.53,23.37,38.78,17.54,24.13,21.69,45.76,74.41,104.49,14.82,11.10,31.17,34.05,27.52,45.37,26.83,55.21,29.28,25.62,67.88,165.65,13.68,122.64,10.62,23.76,11.18,15.10,14.54,10.88,10.80
1618,2014-12-11,35.58,131.41,22.93,22.41,23.30,38.46,17.42,24.05,21.65,45.69,73.62,103.96,14.73,11.04,31.01,33.90,27.34,45.24,26.95,55.27,29.07,25.46,67.94,165.80,13.76,122.70,10.62,23.80,11.19,15.14,14.58,10.88,10.80
1619,2014-12-10,35.54,131.36,22.91,22.34,23.22,38.28,17.33,24.03,21.65,45.74,73.24,104.07,14.71,11.04,31.00,33.85,27.23,45.03,26.98,55.10,28.97,25.40,67.39,165.16,13.78,122.50,10.62,23.77,11.19,15.11,14.59,10.88,10.79
1620,2014-12-09,35.44,130.97,22.79,22.27,23.13,38.24,17.30,23.92,21.57,45.47,73.12,103.43,14.70,11.03,30.94,33.82,27.17,44.96,26.85,54.78,29.14,25.18,67.14,164.50,13.86,122.74,10.63,23.82,11.20,15.12,14.59,10.87,10.80
1621,2014-12-08,35.32,130.51,22.72,22.18,23.06,38.17,17.27,23.84,21.37,45.41,73.08,103.08,14.67,11.02,30.87,33.74,27.05,44.70,26.83,54.53,29.10,25.07,65.89,164.12,13.92,122.55,10.64,23.81,11.20,15.10,14.59,10.87,10.80
1622,2014-12-07,35.26,130.26,22.55,22.11,22.93,38.19,17.26,23.74,21.45,45.32,72.81,102.13,14.61,11.00,30.68,33.64,26.72,44.40,26.85,54.48,28.96,25.04,65.46,164.42,13.80,122.43,10.67,23.78,11.20,15.08,14.59,10.87,10.79
1623,2014-12-06,35.31,130.48,22.57,22.10,22.91,38.15,17.23,23.77,21.41,45.40,72.76,102.39,14.55,10.95,30.54,33.50,26.65,44.13,26.72,54.36,28.73,24.99,64.63,166.13,13.90,122.35,10.63,23.76,11.19,15.05,14.59,10.87,10.79
1624,2014-12-05,35.47,131.09,22.68,22.21,23.01,38.22,17.25,23.92,21.32,45.54,72.93,102.99,14.57,10.95,30.57,33.50,26.71,43.97,26.66,54.28,28.61,24.97,64.68,166.05,13.84,122.70,10.61,23.75,11.19,15.02,14.59,10.86,10.79
1625,2014-12-04,35.46,131.07,22.65,22.18,22.95,38.27,17.24,23.89,21.26,45.38,72.91,103.03,14.55,10.94,30.54,33.42,26.66,44.02,26.83,54.25,28.45,24.88,65.97,167.18,13.88,122.68,10.62,23.74,11.19,14.99,14.59,10.86,10.79
1626,2014-12-03,35.27,130.49,22.58,22.08,22.84,37.88,17.08,23.80,21.16,45.19,72.30,102.76,14.43,10.84,30.25,33.19,26.44,43.72,26.86,53.79,28.33,24.73,65.22,166.55,13.82,122.06,10.61,23.78,11.18,14.96,14.57,10.87,10.79
1627,2014-12-02,34.99,129.44,22.39,21.92,22.69,37.64,16.99,23.60,21.20,44.75,71.82,101.69,14.34,10.75,30.05,33.03,26.31,43.60,26.83,53.39,27.95,24.54,65.09,168.71,13.88,121.84,10.58,23.77,11.18,14.96,14.56,10.87,10.79
1628,2014-12-01,35.15,130.11,22.53,22.00,22.77,37.71,17.02,23.70,21.32,44.76,72.19,102.60,14.41,10.81,30.24,33.14,26.44,43.78,26.93,53.56,28.44,24.49,65.37,169.43,13.80,121.68,10.59,23.72,11.17,14.93,14.55,10.88,10.79
1629,2014-11-30,35.21,130.37,22.60,22.07,22.82,37.66,16.98,23.78,21.28,45.05,72.53,103.50,14.46,10.85,30.40,33.23,26.53,43.61,26.72,53.65,28.28,24.56,65.41,169.61,13.86,121.45,10.57,23.68,11.16,14.90,14.54,10.88,10.79
1630,2014-11-29,34.76,128.68,22.32,21.81,22.56,37.24,16.79,23.47,21.10,44.41,71.75,102.12,14.18,10.62,29.76,32.69,26.11,42.89,26.67,52.73,27.39,24.09,64.78,167.56,13.76,121.38,10.52,23.69,11.17,14.91,14.54,10.88,10.79
1631,2014-11-28,34.67,128.38,22.27,21.75,22.49,37.04,16.71,23.41,21.13,44.31,71.62,101.62,14.14,10.59,29.62,32.69,26.08,43.12,26.60,52.79,27.26,24.10,65.47,167.39,13.72,121.53,10.55,23.70,11.17,14.92,14.54,10.89,10.79
1632,2014-11-27,34.63,128.28,22.25,21.71,22.43,36.98,16.68,23.38,21.01,44.17,71.23,102.05,14.16,10.59,29.62,32.70,26.13,43.26,26.59,53.03,27.31,24.21,65.53,167.87,13.76,121.15,10.58,23.77,11.19,14.98,14.54,10.88,10.79
1633,2014-11-26,33.96,125.78,21.87,21.32,22.08,36.24,16.36,22.96,20.74,43.44,70.39,99.70,13.90,10.37,29.00,32.22,25.82,42.85,26.55,52.22,26.50,23.79,64.65,165.88,13.58,120.75,10.58,23.80,11.21,15.00,14.54,10.88,10.80
1634,2014-11-25,33.76,125.16,21.76,21.18,21.92,35.90,16.21,22.86,20.60,43.15,69.76,99.16,13.90,10.38,28.99,32.21,25.77,42.82,26.55,52.09,26.68,23.78,63.47,166.09,13.54,121.07,10.59,23.80,11.21,14.99,14.54,10.89,10.80
1635,2014-11-24,33.83,125.35,21.81,21.22,21.97,36.06,16.26,22.88,20.70,43.21,69.99,99.18,13.88,10.35,28.90,32.23,25.76,42.54,26.49,51.95,26.84,23.86,63.77,167.14,13.64,121.44,10.61,23.84,11.21,15.02,14.51,10.89,10.80
1636,2014-11-23,34.33,127.07,22.12,21.55,22.33,36.77,16.60,23.15,21.11,43.67,70.95,100.40,14.03,10.46,29.22,32.52,26.01,43.19,26.64,52.22,26.94,24.24,65.85,167.10,13.60,121.47,10.65,23.85,11.22,15.04,14.50,10.87,10.79
1637,2014-11-22,34.46,127.53,22.24,21.60,22.42,36.96,16.70,23.20,21.12,43.72,71.15,100.97,14.09,10.48,29.35,32.75,26.24,43.71,26.78,52.50,27.31,24.53,66.23,167.45,13.56,121.59,10.64,23.85,11.21,15.03,14.49,10.89,10.79
1638,2014-11-21,34.47,127.52,22.25,21.62,22.44,37.01,16.73,23.15,21.16,43.74,70.89,100.91,14.10,10.49,29.30,32.80,26.26,43.49,26.80,52.42,27.22,24.50,66.15,167.82,13.58,121.60,10.64,23.84,11.21,15.02,14.49,10.88,10.79
1639,2014-11-20,34.41,127.30,22.24,21.59,22.44,36.97,16.73,23.16,21.22,43.68,70.66,100.92,14.10,10.50,29.29,32.84,26.21,43.35,26.77,52.45,27.52,24.40,65.77,167.99,13.66,121.64,10.65,23.87,11.22,15.06,14.48,10.88,10.79
1640,2014-11-19,34.84,128.87,22.47,21.88,22.71,37.45,16.93,23.45,21.48,44.16,71.51,102.65,14.21,10.57,29.56,33.05,26.45,43.51,26.71,53.01,27.81,24.50,66.84,166.49,13.58,121.45,10.61,23.80,11.20,14.98,14.45,10.88,10.79
1641,2014-11-18,35.65,131.88,23.06,22.33,23.20,38.34,17.39,23.89,21.58,44.72,72.75,105.65,14.43,10.75,30.10,33.42,26.81,43.96,26.80,53.78,28.11,24.72,67.41,166.30,13.68,121.48,10.58,23.68,11.16,14.89,14.42,10.88,10.78
1642,2014-11-17,35.36,130.85,22.84,22.13,22.95,38.00,17.23,23.65,21.49,44.41,72.59,104.10,14.33,10.68,29.85,33.23,26.59,43.59,26.73,53.51,27.77,24.36,66.40,163.23,13.48,121.28,10.58,23.79,11.19,14.92,14.42,10.88,10.79
1643,2014-11-16,35.26,130.55,22.83,22.02,22.88,37.78,17.15,23.58,21.63,44.46,72.33,103.29,14.32,10.68,29.88,33.26,26.50,43.43,26.54,53.31,27.76,24.20,65.58,162.60,13.50,120.86,10.57,23.75,11.18,14.91,14.41,10.88,10.78
1644,2014-11-15,35.62,131.79,23.04,22.26,23.11,38.35,17.35,23.82,21.48,44.76,72.83,105.07,14.45,10.78,30.15,33.55,26.71,43.77,26.71,53.62,27.93,24.58,66.02,166.07,13.78,121.27,10.62,23.74,11.18,14.94,14.41,10.87,10.78
1645,2014-11-14,35.21,130.36,22.80,21.88,22.75,37.78,17.11,23.57,21.40,44.69,72.23,104.38,14.31,10.69,29.78,33.21,26.36,43.15,26.66,52.89,27.68,24.58,65.63,166.83,13.74,121.61,10.64,23.83,11.19,14.95,14.41,10.88,10.78
1646,2014-11-13,35.16,130.32,22.76,21.81,22.65,37.51,17.00,23.47,21.18,44.53,72.80,104.52,14.29,10.68,29.75,33.15,26.33,43.44,26.60,52.80,27.57,24.49,65.33,165.93,13.70,121.80,10.62,23.76,11.17,14.86,14.41,10.88,10.78
1647,2014-11-12,35.16,130.32,22.76,21.81,22.65,37.51,17.00,23.47,21.18,44.53,73.10,104.40,14.29,10.68,29.75,33.15,26.33,43.99,26.43,53.07,27.49,24.60,64.75,166.02,13.72,122.13,10.56,23.76,11.17,14.86,14.41,10.87,10.78
1648,2014-11-11,35.16,130.32,22.76,21.81,22.65,37.51,17.00,23.47,21.18,44.53,72.52,103.49,14.29,10.68,29.75,33.15,26.33,43.98,26.60,52.63,27.27,24.42,64.00,164.86,13.76,122.36,10.60,23.76,11.17,14.86,14.41,10.88,10.78
1649,2014-11-10,35.20,130.42,22.82,21.84,22.70,37.64,17.07,23.48,21.35,44.66,72.55,104.24,14.33,10.69,29.85,33.31,26.47,43.77,26.56,52.13,27.44,24.26,64.05,165.43,13.82,122.35,10.60,23.67,11.14,14.79,14.40,10.88,10.77
1650,2014-11-09,35.10,130.03,22.72,21.78,22.65,37.52,17.02,23.42,21.44,44.39,73.49,106.67,14.25,10.64,29.69,33.14,26.29,44.40,26.63,52.92,28.18,24.61,65.67,167.58,13.92,122.55,10.60,23.72,11.16,14.82,14.41,10.88,10.78
1651,2014-11-08,35.20,130.43,22.77,21.87,22.74,37.66,17.06,23.46,21.45,44.42,73.54,107.30,14.23,10.62,29.65,33.10,26.25,44.07,26.84,52.40,27.96,24.56,64.46,166.97,14.04,122.73,10.63,23.74,11.18,14.87,14.41,10.88,10.78
1652,2014-11-07,35.67,132.34,23.12,22.10,23.02,37.86,17.16,23.78,21.65,45.00,74.89,109.07,14.50,10.84,30.24,33.57,26.73,44.75,26.88,52.89,28.61,24.82,65.26,168.79,14.16,122.92,10.63,23.69,11.15,14.83,14.40,10.88,10.78
1653,2014-11-06,35.67,132.28,23.16,22.13,23.02,37.91,17.17,23.80,21.78,44.97,75.06,109.00,14.41,10.79,30.07,33.39,26.45,44.98,26.81,53.22,28.42,24.89,66.10,169.54,14.08,123.16,10.66,23.76,11.17,14.85,14.40,10.88,10.78
1654,2014-11-05,36.27,134.51,23.50,22.47,23.33,38.57,17.43,24.19,21.94,45.56,75.01,107.69,14.58,10.91,30.44,33.74,26.83,44.72,26.95,52.89,28.23,24.47,65.05,169.42,14.00,123.15,10.68,23.68,11.14,14.80,14.40,10.88,10.78
1655,2014-11-04,36.35,134.83,23.45,22.47,23.29,38.73,17.46,24.19,21.71,45.74,74.27,106.10,14.63,10.95,30.50,33.89,26.87,44.39,26.98,52.22,27.83,24.31,63.73,168.35,14.00,122.86,10.70,23.70,11.15,14.79,14.40,10.88,10.78
1656,2014-11-03,36.19,134.26,23.25,22.37,23.12,38.40,17.28,24.14,21.78,45.55,73.38,105.58,14.50,10.85,30.23,33.57,26.70,44.13,26.95,51.77,27.45,24.07,63.76,170.06,14.16,122.54,10.71,23.75,11.18,14.84,14.42,10.88,10.79
1657,2014-11-02,35.82,132.90,23.04,22.13,22.88,38.05,17.16,23.91,21.66,45.39,73.55,106.21,14.32,10.68,29.76,33.27,26.49,44.34,27.02,51.75,27.46,24.15,64.12,171.32,14.34,121.86,10.69,23.77,11.20,14.92,14.43,10.88,10.79
1658,2014-11-01,35.54,131.83,22.85,21.98,22.71,37.79,17.06,23.73,21.50,45.14,73.27,105.34,14.21,10.59,29.49,33.12,26.30,43.98,26.94,51.54,27.44,24.01,63.25,170.84,14.20,121.19,10.68,23.74,11.20,14.91,14.42,10.87,10.79
1659,2014-10-31,35.67,132.23,22.99,22.09,22.85,38.10,17.23,23.74,21.60,45.08,73.91,107.23,14.23,10.60,29.59,33.12,26.38,44.16,26.97,51.61,27.67,23.97,62.56,170.99,14.28,121.17,10.67,23.71,11.19,14.91,14.42,10.88,10.79
1660,2014-10-30,35.63,132.18,22.95,21.98,22.75,37.94,17.15,23.73,21.61,45.21,74.90,107.06,14.14,10.53,29.34,32.97,26.17,44.40,27.04,51.79,28.29,24.01,62.07,172.05,14.22,121.28,10.70,23.68,11.18,14.94,14.42,10.88,10.79
1661,2014-10-29,35.84,132.99,23.12,22.13,22.89,38.04,17.19,23.93,21.52,45.39,75.06,106.93,14.20,10.56,29.49,33.17,26.30,44.84,26.99,52.09,28.61,24.01,63.24,172.62,14.28,121.63,10.68,23.64,11.17,14.96,14.42,10.88,10.79
1662,2014-10-28,36.20,134.32,23.29,22.37,23.07,38.49,17.35,24.15,21.59,45.81,75.04,107.25,14.35,10.70,29.83,33.49,26.46,44.92,27.07,52.26,28.50,24.03,65.43,173.61,14.38,121.59,10.71,23.64,11.17,14.97,14.42,10.87,10.79
1663,2014-10-27,36.33,134.78,23.34,22.44,23.14,38.67,17.42,24.20,21.64,45.95,74.56,106.11,14.45,10.77,30.05,33.70,26.68,44.75,26.92,51.68,28.01,23.81,65.73,172.41,14.20,121.58,10.69,23.59,11.17,14.94,14.43,10.87,10.79
1664,2014-10-26,36.34,134.78,23.30,22.42,23.09,38.71,17.41,24.13,21.60,45.81,74.05,107.49,14.43,10.75,29.99,33.63,26.71,44.84,26.85,51.50,28.46,23.99,67.25,172.10,14.36,121.33,10.71,23.63,11.19,14.99,14.44,10.86,10.80
1665,2014-10-25,36.08,133.82,23.09,22.24,22.91,38.41,17.26,23.97,21.64,45.60,73.67,107.48,14.30,10.64,29.74,33.30,26.62,44.96,26.80,51.51,28.40,24.02,66.70,172.30,14.36,120.98,10.70,23.66,11.21,14.96,14.43,10.86,10.80
1666,2014-10-24,35.96,133.31,23.03,22.20,22.85,38.45,17.28,23.96,21.57,45.48,73.21,106.98,14.34,10.67,29.83,33.40,26.65,44.45,26.79,51.43,28.26,23.79,66.75,171.89,14.28,121.26,10.70,23.64,11.21,14.93,14.42,10.86,10.80
1667,2014-10-23,35.92,133.18,22.99,22.14,22.76,38.39,17.24,23.97,21.42,45.46,73.53,107.47,14.32,10.65,29.75,33.35,26.59,44.32,26.81,51.86,28.93,24.06,67.23,172.34,14.12,120.85,10.73,23.62,11.21,14.87,14.42,10.86,10.80
1668,2014-10-22,35.84,132.83,22.92,22.14,22.77,38.34,17.21,23.88,21.58,45.15,73.01,105.98,14.23,10.57,29.55,33.21,26.47,43.83,26.40,51.20,28.53,23.62,66.62,169.81,13.98,120.66,10.72,23.58,11.20,14.85,14.42,10.86,10.80
1669,2014-10-21,35.99,133.43,23.01,22.19,22.83,38.56,17.32,23.95,21.61,45.30,73.43,107.08,14.40,10.76,29.96,33.37,26.53,44.26,26.55,51.12,28.79,23.70,66.95,170.77,14.10,120.63,10.69,23.54,11.20,14.87,14.40,10.85,10.79
1670,2014-10-20,35.64,132.14,22.83,21.95,22.65,38.10,17.18,23.79,21.51,45.10,73.55,108.26,14.22,10.63,29.59,32.96,26.15,44.83,26.81,51.44,28.96,24.03,67.36,171.05,14.04,120.66,10.70,23.63,11.21,14.95,14.38,10.85,10.79
1671,2014-10-19,35.84,132.88,22.93,22.09,22.76,38.33,17.26,23.87,21.52,45.13,73.56,108.87,14.35,10.74,29.94,33.22,26.31,44.85,26.61,52.20,29.00,24.16,67.34,171.96,14.18,120.98,10.68,23.58,11.20,14.91,14.36,10.85,10.79
1672,2014-10-18,36.24,134.27,23.15,22.42,23.09,38.92,17.53,24.09,21.85,45.45,73.19,108.64,14.45,10.81,30.19,33.39,26.59,44.71,26.60,52.20,29.27,24.17,67.47,171.47,14.04,120.73,10.66,23.54,11.18,14.88,14.35,10.85,10.79
1673,2014-10-17,36.34,134.57,23.16,22.51,23.13,39.11,17.56,24.08,21.90,45.38,72.91,108.28,14.50,10.85,30.31,33.53,26.60,44.86,26.65,52.44,29.44,24.33,67.78,171.74,14.24,120.81,10.66,23.50,11.16,14.89,14.35,10.84,10.79
1674,2014-10-16,36.49,135.24,23.30,22.51,23.15,39.00,17.53,24.25,22.07,45.52,72.87,109.24,14.71,11.06,30.26,33.71,26.83,44.69,26.31,52.35,29.09,24.16,68.29,171.72,14.28,120.69,10.62,23.46,11.15,14.88,14.34,10.85,10.79
1675,2014-10-15,36.55,135.29,23.28,22.61,23.24,39.23,17.61,24.25,22.41,45.32,72.53,110.24,14.79,11.12,30.45,33.84,27.02,44.69,26.32,52.45,29.15,24.21,67.13,170.40,14.42,120.57,10.62,23.46,11.15,14.91,14.32,10.84,10.79
1676,2014-10-14,36.50,135.13,23.26,22.54,23.17,39.23,17.60,24.23,22.53,45.17,72.20,111.23,14.75,11.07,30.37,33.71,27.03,44.90,26.26,52.88,29.47,24.49,67.30,171.80,14.76,120.74,10.64,23.42,11.14,14.91,14.29,10.84,10.79
1677,2014-10-13,36.56,135.30,23.30,22.65,23.26,39.36,17.66,24.25,22.76,44.97,72.42,109.57,14.82,11.13,30.55,33.85,27.10,44.79,26.21,52.31,28.96,24.33,68.20,171.31,14.56,120.50,10.66,23.38,11.13,14.92,14.28,10.84,10.79
1678,2014-10-12,36.72,135.72,23.43,22.84,23.49,39.69,17.85,24.31,22.83,44.90,71.63,107.49,14.90,11.20,30.75,34.00,27.24,43.91,,51.52,28.56,23.90,66.02,167.92,14.38,120.77,10.60,23.31,11.11,14.94,14.28,10.84,10.79
1679,2014-10-11,36.52,135.18,23.37,22.63,23.30,39.26,17.64,24.20,22.71,45.15,71.62,107.00,14.71,11.07,30.36,33.60,26.66,43.65,,51.12,28.22,23.81,67.08,167.90,14.32,120.71,10.60,23.38,11.15,14.89,14.32,10.83,10.80
1680,2014-10-10,35.97,133.00,22.98,22.36,23.02,38.78,17.42,23.87,22.42,44.41,71.62,105.93,14.49,10.91,29.90,33.15,26.25,43.28,,50.62,27.78,23.45,66.63,167.29,14.24,120.55,10.55,23.31,11.14,14.77,14.32,10.84,10.79
1681,2014-10-09,35.87,132.68,22.94,22.28,22.95,38.63,17.34,23.89,22.37,44.64,71.87,106.46,14.41,10.84,29.67,32.95,26.13,43.61,,51.03,28.12,23.73,67.60,168.44,14.16,120.31,10.57,23.36,11.15,14.83,14.33,10.84,10.79
1682,2014-10-08,35.76,132.27,22.84,22.21,22.85,38.51,17.26,23.84,22.29,44.74,71.88,104.63,14.27,10.71,29.30,32.69,25.93,43.18,,50.55,27.24,23.55,66.88,164.89,14.02,119.79,10.47,23.37,11.17,14.85,14.34,10.84,10.79
1683,2014-10-07,35.97,133.08,22.95,22.32,22.94,38.66,17.33,23.91,22.48,44.82,70.76,102.54,14.35,10.79,29.52,32.75,26.04,42.45,,49.60,26.63,22.99,64.11,164.31,14.02,119.55,10.49,23.34,11.17,14.82,14.35,10.83,10.79
1684,2014-10-06,35.81,132.54,22.83,22.18,22.81,38.45,17.21,23.88,22.47,45.12,70.74,102.75,14.15,10.65,29.04,32.34,25.66,42.34,,49.73,26.76,23.05,64.84,164.48,14.10,119.30,10.48,23.30,11.17,14.77,14.34,10.82,10.79
1685,2014-10-05,35.10,129.87,22.37,21.72,22.38,37.70,16.90,23.46,22.28,44.54,70.48,103.35,13.84,10.40,28.31,31.75,25.17,42.23,,50.75,27.21,23.47,64.78,164.22,14.04,119.56,10.47,23.37,11.20,14.84,14.36,10.82,10.80
1686,2014-10-04,35.12,129.97,22.36,21.75,22.39,37.75,16.91,23.52,22.33,44.65,70.20,102.43,13.88,10.42,28.38,31.85,25.33,41.82,,49.30,26.81,23.18,64.02,160.52,13.90,119.43,10.42,23.39,11.21,14.84,14.36,10.82,10.80
1687,2014-10-03,35.10,130.12,22.38,21.69,22.32,37.32,16.73,23.55,22.15,44.44,70.45,103.66,13.96,10.49,28.53,31.90,25.43,42.28,,49.93,27.25,23.62,65.28,160.59,13.92,119.39,10.42,23.40,11.21,14.84,14.36,10.82,10.80
1688,2014-10-02,34.92,129.46,22.29,21.58,22.23,37.15,16.68,23.42,22.10,44.36,70.21,104.24,13.84,10.41,28.29,31.56,25.23,42.26,,49.94,27.40,23.68,65.07,161.64,13.86,119.33,10.44,23.30,11.18,14.76,14.36,10.82,10.79
1689,2014-10-01,35.20,130.46,22.43,21.76,22.38,37.51,16.83,23.60,22.15,44.57,70.25,104.07,14.01,10.54,28.64,31.90,25.53,42.62,,49.87,27.83,23.60,65.29,161.36,13.88,119.22,10.41,23.33,11.16,14.78,14.35,10.82,10.79
1690,2014-09-30,35.15,130.33,22.41,21.71,22.34,37.38,16.77,23.58,22.14,44.65,70.17,104.21,14.03,10.56,28.66,31.92,25.62,43.02,,50.11,27.71,23.76,65.71,161.97,13.90,119.17,10.41,23.35,11.17,14.82,14.35,10.80,10.79
1691,2014-09-29,35.15,130.42,22.41,21.70,22.34,37.22,16.70,23.58,22.07,44.58,69.60,103.57,14.06,10.57,28.68,32.03,25.74,42.88,,50.00,27.66,23.79,65.90,161.89,13.98,119.08,10.43,23.33,11.17,14.78,14.34,10.80,10.79
1692,2014-09-28,35.16,130.49,22.45,21.75,22.41,37.21,16.69,23.62,22.01,44.55,69.72,104.77,14.10,10.59,28.73,32.17,25.92,43.23,,50.27,27.88,24.09,66.75,160.54,13.94,118.79,10.41,23.28,11.15,14.73,14.33,10.79,10.78
1693,2014-09-27,34.95,129.63,22.30,21.65,22.29,37.07,16.63,23.46,21.91,44.16,69.72,104.47,14.09,10.58,28.76,32.14,25.90,43.11,,50.04,28.20,24.05,66.50,158.83,13.84,118.12,10.33,23.30,11.16,14.75,14.32,10.79,10.79
1694,2014-09-26,35.23,130.69,22.49,21.83,22.49,37.35,16.77,23.63,21.99,44.48,69.83,104.79,14.18,10.65,28.95,32.28,26.02,43.01,,50.12,28.25,23.84,65.71,157.26,13.66,117.87,10.30,23.27,11.15,14.68,14.30,10.79,10.78
1695,2014-09-25,35.23,130.65,22.52,21.85,22.54,37.43,16.84,23.65,21.99,44.62,69.77,105.11,14.18,10.65,29.01,32.26,26.05,42.94,,50.20,28.44,23.67,65.65,156.72,13.58,117.74,10.29,23.13,11.10,14.56,14.29,10.80,10.77
1696,2014-09-24,35.33,131.10,22.59,21.87,22.57,37.44,16.84,23.72,21.97,44.83,69.99,105.33,14.11,10.59,28.86,32.05,25.97,43.12,,50.11,28.01,23.74,67.44,156.56,13.54,117.77,10.28,23.11,11.10,14.54,14.30,10.81,10.77
1697,2014-09-23,35.35,131.11,22.57,21.93,22.56,37.58,16.86,23.78,22.04,44.85,70.20,104.28,14.14,10.61,28.92,32.09,26.05,42.79,,49.96,27.90,23.41,66.44,155.63,13.52,117.98,10.30,23.09,11.09,14.53,14.30,10.81,10.77
1698,2014-09-22,35.26,130.86,22.57,21.85,22.48,37.32,16.75,23.69,22.00,44.79,69.94,104.34,14.12,10.58,28.93,31.96,26.20,42.76,,49.96,28.00,23.47,67.03,155.13,13.52,118.38,10.34,23.06,11.08,14.53,14.30,10.80,10.77
1699,2014-09-21,35.00,129.93,22.44,21.65,22.30,36.96,16.61,23.54,21.86,44.70,69.69,104.33,13.99,10.47,28.67,31.68,26.07,42.80,,50.13,27.97,23.51,66.99,155.99,13.52,118.38,10.36,23.08,11.10,14.57,14.30,10.80,10.77
1700,2014-09-20,34.91,129.74,22.43,21.54,22.23,36.66,16.49,23.46,21.75,44.62,69.89,104.93,13.99,10.48,28.71,31.64,26.08,43.19,,50.24,28.38,23.76,68.08,157.18,13.68,118.33,10.37,23.18,11.13,14.67,14.32,10.80,10.78
1701,2014-09-19,34.92,129.73,22.44,21.56,22.25,36.76,16.54,23.45,21.78,44.46,69.56,104.57,13.98,10.48,28.70,31.60,26.07,43.00,,50.16,28.18,23.77,67.66,156.99,13.82,118.46,10.34,23.25,11.16,14.73,14.34,10.81,10.78
1702,2014-09-18,34.96,129.87,22.50,21.61,22.29,36.84,16.57,23.50,21.80,44.48,69.57,103.98,14.04,10.50,28.84,31.71,26.28,42.80,,50.25,28.11,23.78,67.54,156.48,13.76,119.03,10.34,23.26,11.16,14.75,14.34,10.80,10.78
